discovered_at,source_id,source_url,source_version,source_question_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,choice_f,stated_answer,topic_notes,date_found
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8653,"An internal HTTP service must be published to the internet using the standard HTTP port, as per the topology below. You were asked to publish only HTTP service (using the standard port) using the public IP 100.101.102.103. Which commands you need to issue on RTR01 to accomplish this? BTW, the server already reaches RTR1, so don´t need to worry about routing issues.",A. ip nat inside source static tcp 10.0.0.10 8080 100.101.102.103 80interface GigabitEthernet0/0/0 ip nat outsideinterface GigabitEthernet0/0/1 ip nat inside,B. ip access-list extended NAT-SERVER-WWW permit tcp any host 10.0.0.10 eq 8080ip nat inside source list NAT-HOST-WWW interface GigabitEthernet0/0/0 overloadinterface GigabitEthernet0/0/1 ip nat outsideinterface GigabitEthernet0/0/0 ip nat inside,C. ip nat inside source static ip 10.0.0.10 100.101.102.103interface GigabitEthernet0/0/1 ip nat outsideinterface GigabitEthernet0/0/0 ip nat inside,D. ip nat inside source static tcp 100.101.102.103 80 10.0.0.10 8080interface GigabitEthernet0/0/1 ip nat outsideinterface GigabitEthernet0/0/0 ip nat inside,,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8654,"You are the security engineer of SecureIT company. You need to implement a cloud proxy solution, where your local hosts will need to reach the proxy server to access any external website. Currently, all the hosts are using static proxy configuration pointing to the IP address 192.168.100.100 and port TCP/3080. Which configuration can be used to make this migration with low impact? The new proxy IP is 200.201.202.203 and the new TCP port is TCP/9400.",A. ip access-list extended WWW-HOST-NAT permit tcp 10.0.0.0 0.0.0.255 host 192.168.100.100 eq 3080ip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/0 overloadip nat outside source static tcp 200.201.202.203 9400 192.168.100.100 3080 ip route 192.168.100.100 255.255.255.255 GigabitEthernet0/0/0 interface GigabitEthernet0/0/1 ip nat outsideinterface GigabitEthernet0/0/0 ip nat inside,B. ip access-list extended WWW-HOST-NAT permit tcp 10.0.0.0 0.0.0.255 host 192.168.100.100 eq 3080ip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/0 overloadip nat outside source static tcp 200.201.202.203 9400 192.168.100.100 3080 interface GigabitEthernet0/0/1 ip nat outsideinterface GigabitEthernet0/0/0 ip nat inside,C. ip access-list extended WWW-HOST-NAT permit tcp 10.0.0.0 0.0.0.255 host 192.168.100.100 eq 3080ip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/0 overloadip nat outside source static 200.201.202.203 192.168.100.100 interface GigabitEthernet0/0/1 ip nat outsideinterface GigabitEthernet0/0/0 ip nat inside,D. ip access-list extended WWW-HOST-NAT permit tcp 10.0.0.0 0.0.0.255 eq 3080 host 192.168.100.100ip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/0 overloadip nat outside source static 200.201.202.203 192.168.100.100 interface GigabitEthernet0/0/1 ip nat outsideinterface GigabitEthernet0/0/0 ip nat inside,,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8655,"Which command can be used to allow internal IP addresses from the corporate network 10.0.0.0/24 to access any public IP, using the interface Gi0/0/0 as translated source?",A. ip access-list extended WWW-HOST-NAT permit ip 10.0.0.0 0.0.0.255 anyip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/0 overloadinterface GigabitEthernet0/0/0 ip nat outsideinterface GigabitEthernet0/0/1 ip nat inside,B. ip access-list extended WWW-HOST-NAT permit ip 10.0.0.0 255.255.255.0 anyip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/0 overloadinterface GigabitEthernet0/0/0 ip nat outsideinterface GigabitEthernet0/0/1 ip nat inside,C. ip access-list extended WWW-HOST-NAT permit ip 10.0.0.0 0.0.0.255 anyip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/0 overloadinterface GigabitEthernet0/0/1 ip nat outsideinterface GigabitEthernet0/0/0 ip nat inside,D. ip access-list extended WWW-HOST-NAT permit ip 10.0.0.0 0.0.0.255 anyip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/1 overload,E. ip access-list extended WWW-HOST-NAT permit ip 10.0.0.0 0.0.0.255 anyip nat inside source list WWW-HOST-NAT interface GigabitEthernet0/0/1 overloadinterface GigabitEthernet0/0/0 ip nat outsideinterface GigabitEthernet0/0/1 ip nat inside,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8656,You need to configure you network switch to use the router as the NTP server. Which configuration must be done in the switch to accomplish this task? Follow the information needed: NTP server IP: 192.168.0.1 key: cisco,A. ntp authentication-key 1 md5 ciscontp authenticatentp server 192.168.0.1 key 1,B. ntp authentication-key 1 md5 ciscontp authenticatentp server 192.168.0.1,C. ntp authentication-key 1 md5 ciscontp master 192.168.0.1 key 1,D. ntp authentication-key 1 md5 ciscontp server 192.168.0.1,E. ntp authentication-key ciscontp authenticatentp server 192.168.0.1 key 1,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8657,You need to configure a NTP server for your internal network with MD5 authentication using the password cisco. Which configuration must be done on the NTP server to accomplish this task?,A. ntp authentication-key 1 md5 ciscontp authenticatentp trusted-key 1ntp master 5,B. ntp authentication-key ciscontp trusted-key 1ntp master 5,C. ntp authentication-key 1 md5 ciscontp authenticatentp trusted-key 1,D. ntp authentication-key md5 ciscontp authenticatentp master 5,E. ntp authentication-key 1 md5 ciscontp trusted-key 1ntp master 5,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8659,"Which of the following configuration should be used to send syslog messages to the syslog server 192.168.0.10, limiting the messages to warning and higher?",A. SW01(config)#logging 12.168.0.10SW01(config)#logging trap 4,B. SW01(config)#logging 192.168.0.10SW01(config)#logging trap 4,C. SW01(config)#logging 192.168.0.10SW01(config)#logging trap 5,D. SW01(config)#logging 192.168.0.10SW01(config)#logging trap 3,E. SW01(config)#logging 192.168.0.10 trap 5,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8660,"You already configure the syslog server to receive logs from your network devices. Now, you need to limit the number of messages per second to 10. Make sure this will not affect the messages from level 3 or higher.",A. SW01(config)#logging rate-limit 10 except 3,B. SW01(config)#logging limit 10 except 3,C. SW01(config)#logging limit 10 except errors,D. SW01(config)#logging trap 5 limit 10 except 3,E. SW01(config)#logging trap 5 10 3,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8661,"You configure HSRP per the topology below. After the implementation, you notice the following message:",A. The same IP address was used on both sides (R1/R2 and R3/R4),B. The same priority was used on both sides (R1/R2 and R3/R4),C. There is a loop on the network between the switches,D. The same standby group was used on both sides (R1/R2 and R3/R4),E. There is no error on the log,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8662,"You need to implement HSRP as per the following topology. When the primary router fails, the secondary needs to be activated. Once the primary becomes online again, it needs to be the active again. Which of the presented script can be used to accomplish the task?",A. R1:interface GigabitEthernet0/0 standby 1 ip 192.168.200.1 standby 1 preemptR2:interface GigabitEthernet0/0 standby 1 ip 192.168.200.1 standby 1 prio 90 standby 1 preemptR3:interface GigabitEthernet0/0 standby 254 ip 192.168.200.254 standby 254 preemptR4:interface GigabitEthernet0/0 standby 254 ip 192.168.200.254 standby 254 prio 90 standby 254 preempt,B. R1:interface GigabitEthernet0/0 standby 1 ip 192.168.200.1 standby 1 prio 100 standby 1 preemptR2:interface GigabitEthernet0/0 standby 1 ip 192.168.200.1 standby 1 prio 90 standby 1 preemptR3:interface GigabitEthernet0/0 standby 1 ip 192.168.200.254 standby 1 prio 100 standby 1 preemptR4:interface GigabitEthernet0/0 standby 1 ip 192.168.200.254 standby 1 prio 90 standby 1 preempt,C. R1:interface GigabitEthernet0/0 standby 1 ip 192.168.200.1 standby 1 prio 100R2:interface GigabitEthernet0/0 standby 1 ip 192.168.200.1 standby 1 prio 90R3:interface GigabitEthernet0/0 standby 1 ip 192.168.200.254 standby 1 prio 100R4:interface GigabitEthernet0/0 standby 1 ip 192.168.200.254 standby 1 prio 90,D. R1:interface GigabitEthernet0/0 standby 1 ip 192.168.200.1R2:interface GigabitEthernet0/0 standby 1 ip 192.168.200.1 standby 1 prio 90R3:interface GigabitEthernet0/0 standby 254 ip 192.168.200.254R4:interface GigabitEthernet0/0 standby 254 ip 192.168.200.254 standby 254 prio 90,,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8663,What is the main purpose of using FHRP?,A. Provides a secure communication between the routers.,"B. Provides the first hop redundancy using a virtual IP address, which can be shared between 2 or more routers.",C. Provides an equal cost load balance through a virtual IP address.,D. Provides IP address dinamically to the hosts of a network.,,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8664,Which of the following access-list should be used to deny the following specific inbound traffic in the interface Gi0/0? SOURCE: 192.168.0.10 DESTINATION: 200.200.200.200 PROTOCOL: IP,A. ip access-list extended block-specific deny ip host 192.168.0.10 host 200.200.200.200 permit ip any anyinterface GigabitEthernet0/0 ip access-group block-specific in,B. ip access-list extended block-specific deny ip host 192.168.0.10 host 200.200.200.200interface GigabitEthernet0/0 ip access-group block-specific in,C. ip access-list extended block-specific deny ip 192.168.0.10 255.255.255.255 200.200.200.200 255.255.255.255 permit ip any anyinterface GigabitEthernet0/0 ip access-group block-specific in,D. ip access-list extended block-specific deny tcp host 192.168.0.10 host 200.200.200.200interface GigabitEthernet0/0 ip access-group block-specific in,E. ip access-list extended block-specific permit tcp host 192.168.0.10 host 200.200.200.200interface GigabitEthernet0/0 ip access-group block-specific in,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8665,You need to create an access-list where: - SSH traffic with destination 192.168.10.10 must be blocked just from subnet 192.168.0.0/24; - NTP traffic with destination 1.2.3.4 must be allowed just from subnet 192.168.0.0/24; - All the remaining traffic must be allowed.,A. ip access-list extended acl deny tcp 192.168.0.0 0.0.0.255 host 192.168.10.10 eq 22 permit udp 192.168.0.0 0.0.0.255 host 1.2.3.4 eq 123 deny udp any host 1.2.3.4 eq 123 permit ip any any,B. ip access-list extended acl deny tcp 192.168.0.0 0.0.0.255 host 192.168.10.10 eq 22 permit udp 192.168.0.0 0.0.0.255 host 1.2.3.4 eq 123 permit ip any any,C. ip access-list extended acl deny tcp 192.168.0.0 0.0.0.255 host 192.168.10.10 eq 22 permit udp 192.168.0.0 0.0.0.255 host 1.2.3.4 eq 123 deny udp any host 1.2.3.4 eq 123,D. ip access-list extended acl deny tcp 192.168.0.0 0.0.0.255 host 192.168.10.10 eq 22 permit tcp 192.168.0.0 0.0.0.255 host 1.2.3.4 eq 123 deny udp any host 1.2.3.4 eq 123 permit ip any any,E. ip access-list extended acl deny tcp 192.168.0.0 0.0.0.255 host 192.168.10.10 eq 22 permit tcp 192.168.0.0 0.0.0.255 host 1.2.3.4 eq 123 deny udp any host 1.2.3.4 eq 123,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8667,You need to configure a router for AAA authentication using TACACS+ and local authentication as a fallback. Which of the following script can be used?,A. aaa new-modeltacacs-server host 10.1.2.10 key ciscoaaa authentication login default group tacacs+ localaaa authorization exec default group tacacs+ local,B. tacacs-server host 10.1.2.10aaa authentication login default group tacacs+ localaaa authorization exec default group tacacs+ local,C. aaa new-modeltacacs-server host 10.1.2.10 key ciscoaaa authentication login default tacacs+ localaaa authorization exec default tacacs+ local,D. tacacs-server host 10.1.2.10 key ciscoaaa authentication login group tacacs+ localaaa authorization exec group tacacs+ local,,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8669,Which of the following are characteristics of the RADIUS protocol?,A. Uses TCP port 49,B. Uses UDP port 1812 and/or 1645,C. Encrypts the entire payload of each packet,D. Encrypts only passwords,E. It´s an open standard,F. No command logging,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8671,Which of the following definition is related to Ransomware?,"A. It can display unsolicited advertising using pop-up web browser windows, new toolbars, or unexpectedly redirect a webpage to a different website.",B. Typically denies a user access to their files by encrypting the files,C. They are used by threat actors to gain administrator account-level access to a computer.,"D. Similar to adware, but used to gather information about the user and send to threat actors without the user’s consent.",E. self-replicating program that propagates automatically without user actions by exploiting vulnerabilities in legitimate software.,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
